cluster_name	safe_cluster_id	representative_id	ko	trusted_hit	score	evalue	threshold	kofamscan_definition	ko_definition	module_ids	module_names	pathway_ids	pathway_names	brite_A_id	brite_A_name	brite_B_id	brite_B_name	brite_C_id	brite_C_name	brite_ko_entry	pfam_target_name	pfam_accession	pfam_full_evalue	pfam_full_score	pfam_domain_i_evalue	pfam_domain_score	pfam_description	HAY1-4A	KNZ1-1G	KNZ1-1H	KNZ1-4G	KNZ1-6H	KNZ1-9H	KNZ12-10F	KNZ12-12B	KNZ12-1A	KNZ12-1B	KNZ12-6F	KNZ12-7H	KNZ13-10G	KNZ13-1A	KNZ13-6D	KNZ14-11B	KNZ14-9G	KNZ2-12A	KNZ2-1B	KNZ2-1C	KNZ2-3D	KNZ2-4C	KNZ2-5A	KNZ2-5C	KNZ2-5D	KNZ2-6B	KNZ2-6D	KNZ2-7A	KNZ2-8B	KNZ2-8D	KNZ2-9B	SVR3-12F	SVR3-5F	SVR3-6C	SVR3-7D	SVR3-7F	SVR3-8D	SVR3-8G	SVR3-9D	SVR3-9F	SVR3-9G	SVR3-9H	SVR4-10G	SVR4-12F	SVR4-1A	SVR4-1E	SVR4-7E	SVR4-9A	SVR4-9G	SVR5-10A	SVR5-11B	SVR5-12D	SVR5-12G	SVR5-1A	SVR5-1B	SVR5-1H	SVR5-2B	SVR5-3A	SVR5-3C	SVR5-3E	SVR5-4F	SVR5-5G	SVR5-9B	SVR6-10C	SVR6-10D	SVR6-11A	SVR6-11D	SVR6-7A	SVR6-8A	SVR6-9D	TLI6-10H	TLI6-11F	TLI6-1G	TLI6-3F	TLI6-4A	TLI6-5F	TLI6-5H	TLI6-8H	TLI6-IE	TLI7-5F	TLI7-6A	TLI7-7B	TLI7-7G	TLI8-10B	TLI8-4H	TLI8-6C	TLI8-7A	TLI8-8A	TLI8-8F	TLI8-9D	TLI8-9H	TLI9-11B	TLI9-11C	TLI9-12B	TLI9-1C	TLI9-3A
group_3389	cluster_012049	HAY14A_10390	K00010	no	91.2	4.70E-26	267.03	myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]			map00521; ko00521; map00562; ko00562; map01100; ko01100; map01110; ko01110; map01120; ko01120	map00521: Streptomycin biosynthesis; ko00521; map00562: Inositol phosphate metabolism; ko00562; map01100: Metabolic pathways; ko01100; map01110: Biosynthesis of secondary metabolites; ko01110; map01120: Microbial metabolism in diverse environments; ko01120	9100	Metabolism	9110	Biosynthesis of other secondary metabolites	ko00521	Streptomycin biosynthesis	iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	GFO_IDH_MocA	PF01408.29	6.00E-14	53.3	8.40E-14	52.9	"Oxidoreductase family, NAD-binding Rossmann fold"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3390																												1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3391	cluster_010740	HAY14A_10405	K24995	no	217.1	2.00E-64	631.9	levoglucosan dehydrogenase [EC:1.1.1.425]	E1.1.1.425; levoglucosan dehydrogenase [EC:1.1.1.425]					9190	Not Included in Pathway or Brite	9191	Unclassified: metabolism	99980	Enzymes with EC numbers	E1.1.1.425; levoglucosan dehydrogenase [EC:1.1.1.425]	GFO_IDH_MocA_C3	PF22725.2	1.20E-29	103.4	4.10E-29	101.7	GFO/IDH/MocA C-terminal domain	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sugar phosphate isomerase/epimerase	cluster_010678	HAY14A_10415	K03335	no	97.6	5.50E-28	132	inosose dehydratase [EC:4.2.1.44]	iolE; inosose dehydratase [EC:4.2.1.44]			map00562; ko00562; map01100; ko01100; map01120; ko01120	map00562: Inositol phosphate metabolism; ko00562; map01100: Metabolic pathways; ko01100; map01120: Microbial metabolism in diverse environments; ko01120	9100	Metabolism	9101	Carbohydrate metabolism	ko00562	Inositol phosphate metabolism	iolE; inosose dehydratase [EC:4.2.1.44]	AP_endonuc_2	PF01261.31	1.10E-13	52	3.80E-13	50.3	Xylose isomerase-like TIM barrel	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3393	cluster_010693	HAY14A_10425	K26060	yes	197.4	1.40E-58	110.7	glucoside 3-dehydrogenase (cytochrome c) hitch-hiker subunit	gtd2; glucoside 3-dehydrogenase (cytochrome c) hitch-hiker subunit					9190	Not Included in Pathway or Brite	9191	Unclassified: metabolism	99981	Carbohydrate metabolism	gtd2; glucoside 3-dehydrogenase (cytochrome c) hitch-hiker subunit	Gluconate_2-dh3	PF13618.12	5.00E-29	102	9.30E-29	101.1	Gluconate 2-dehydrogenase subunit 3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3394	cluster_011563	HAY14A_10430	K03335	no	99.7	1.20E-28	132	inosose dehydratase [EC:4.2.1.44]	iolE; inosose dehydratase [EC:4.2.1.44]			map00562; ko00562; map01100; ko01100; map01120; ko01120	map00562: Inositol phosphate metabolism; ko00562; map01100: Metabolic pathways; ko01100; map01120: Microbial metabolism in diverse environments; ko01120	9100	Metabolism	9101	Carbohydrate metabolism	ko00562	Inositol phosphate metabolism	iolE; inosose dehydratase [EC:4.2.1.44]	AP_endonuc_2	PF01261.31	1.80E-39	136.6	2.10E-39	136.3	Xylose isomerase-like TIM barrel	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3395	cluster_009650	HAY14A_10435	K01816	yes	200.5	3.30E-59	137.1	hydroxypyruvate isomerase [EC:5.3.1.22]	"hyi, gip; hydroxypyruvate isomerase [EC:5.3.1.22]"			map00630; ko00630; map01100; ko01100	map00630: Glyoxylate and dicarboxylate metabolism; ko00630; map01100: Metabolic pathways; ko01100	9100	Metabolism	9101	Carbohydrate metabolism	ko00630	Glyoxylate and dicarboxylate metabolism	"hyi, gip; hydroxypyruvate isomerase [EC:5.3.1.22]"	AP_endonuc_2	PF01261.31	4.60E-28	99.1	1.40E-27	97.6	Xylose isomerase-like TIM barrel	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3396	cluster_009848	HAY14A_10440	K26288	yes	213.2	2.40E-63	173	alpha-3'-ketoglucosidase [EC:3.2.1.218]	E3.2.1.218; alpha-3'-ketoglucosidase [EC:3.2.1.218]					9190	Not Included in Pathway or Brite	9191	Unclassified: metabolism	99980	Enzymes with EC numbers	E3.2.1.218; alpha-3'-ketoglucosidase [EC:3.2.1.218]	3keto-disac_hyd	PF06439.19	3.40E-47	161.5	4.20E-47	161.2	"3-keto-alpha-glucoside-1,2-lyase-like domain"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3397	cluster_010623	HAY14A_10445	K13075	no	104.8	3.10E-30	110.1	N-acyl homoserine lactone hydrolase [EC:3.1.1.81]	"ahlD, aiiA, attM, blcC; N-acyl homoserine lactone hydrolase [EC:3.1.1.81]"			map02024; ko02024	map02024: Quorum sensing; ko02024	9140	Cellular Processes	9145	Cellular community - prokaryotes	ko02024	Quorum sensing	"ahlD, aiiA, attM, blcC; N-acyl homoserine lactone hydrolase [EC:3.1.1.81]"	Lactamase_B	PF00753.34	5.20E-20	72.8	8.20E-20	72.2	Metallo-beta-lactamase superfamily	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sbsA																												1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amine dehydrogenase	cluster_011332	HAY14A_10455	K24473	no	9.3	0.061	836.83	teneurin	"TENM, ODZ; teneurin"					9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	4990	Domain-containing proteins not elsewhere classified [BR:ko04990]	"TENM, ODZ; teneurin"								1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3400	cluster_010349	HAY14A_10460	K02171	yes	125.2	2.00E-36	45.93	"BlaI family transcriptional regulator, penicillinase repressor"	"blaI; BlaI family transcriptional regulator, penicillinase repressor"	M00627	"M00627: beta-Lactam resistance, Bla system"	map01501; ko01501	map01501: beta-Lactam resistance; ko01501	9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	1504	Antimicrobial resistance genes [BR:ko01504]	"blaI; BlaI family transcriptional regulator, penicillinase repressor"	Penicillinase_R	PF03965.23	2.30E-31	109.1	2.60E-31	108.9	Penicillinase repressor	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3401	cluster_010816	HAY14A_10465	K02172	yes	139.1	1.20E-40	50.57	bla regulator protein blaR1	blaR1; bla regulator protein blaR1	M00627	"M00627: beta-Lactam resistance, Bla system"	map01501; ko01501	map01501: beta-Lactam resistance; ko01501	9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	1504	Antimicrobial resistance genes [BR:ko01504]	blaR1; bla regulator protein blaR1	Peptidase_M56	PF05569.18	1.80E-21	77.2	1.10E-20	74.6	BlaR1 peptidase M56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3402	cluster_010419	HAY14A_10470	K01286	yes	183.1	7.30E-54	180.67	D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]	E3.4.16.4; D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]					9190	Not Included in Pathway or Brite	9191	Unclassified: metabolism	99980	Enzymes with EC numbers	E3.4.16.4; D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]	Beta-lactamase	PF00144.30	1.60E-58	199.1	2.20E-58	198.6	Beta-lactamase	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3403	cluster_011855	HAY14A_10475	K03651	no	79.7	1.60E-22	110.4	"3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]"	"cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]"			map00230; ko00230; map01100; ko01100; map02025; ko02025	map00230: Purine metabolism; ko00230; map01100: Metabolic pathways; ko01100; map02025: Biofilm formation - Pseudomonas aeruginosa; ko02025	9140	Cellular Processes	9145	Cellular community - prokaryotes	ko02025	Biofilm formation - Pseudomonas aeruginosa	"cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]"	Metallophos	PF00149.34	1.10E-11	46.1	1.90E-11	45.4	Calcineurin-like phosphoesterase	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3404																												1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3405	cluster_012076	HAY14A_10485	K23184	no	17	0.0017	361.5	ferric citrate transport system ATP-binding protein [EC:7.2.2.18]	fecE; ferric citrate transport system ATP-binding protein [EC:7.2.2.18]			map02010; ko02010	map02010: ABC transporters; ko02010	9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	2000	Transporters [BR:ko02000]	fecE; ferric citrate transport system ATP-binding protein [EC:7.2.2.18]	DO-GTPase2	PF19993.6	1.20E-51	176.2	1.40E-51	175.9	Double-GTPase 2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3406	cluster_011337	HAY14A_10490	K02283	no	12.8	0.022	321.87	pilus assembly protein CpaF [EC:7.4.2.8]	"cpaF, tadA; pilus assembly protein CpaF [EC:7.4.2.8]"			map02020; ko02020	map02020: Two-component system; ko02020	9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	2035	Bacterial motility proteins [BR:ko02035]	"cpaF, tadA; pilus assembly protein CpaF [EC:7.4.2.8]"	DO-GTPase1	PF19975.6	8.70E-64	216	1.00E-63	215.8	Double-GTPase 1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3407																												1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3408																												1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3409	cluster_011749	HAY14A_10505	K27525	no	28.8	4.80E-07	614.97	Marseillevirus putative nuclease	K27525; Marseillevirus putative nuclease					9190	Not Included in Pathway or Brite	9192	Unclassified: genetic information processing	99979	Viral proteins	K27525; Marseillevirus putative nuclease	GmrSD_N	PF03235.20	8.30E-21	75.6	3.40E-20	73.6	"GmrSD restriction endonuclease, N-terminal domain"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3410																												1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3411	cluster_011018	HAY14A_10515	K07708	yes	333.3	1.50E-99	283.3	"two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]"	"glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]"			map02020; ko02020	map02020: Two-component system; ko02020	9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	2022	Two-component system [BR:ko02022]	"glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]"	HATPase_c	PF02518.32	1.80E-19	70.8	4.10E-19	69.7	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3412	cluster_010522	HAY14A_10520	K07712	yes	619.3	4.80E-186	580.77	"two-component system, NtrC family, nitrogen regulation response regulator GlnG"	"glnG, ntrC; two-component system, NtrC family, nitrogen regulation response regulator GlnG"			map02020; ko02020	map02020: Two-component system; ko02020	9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	2022	Two-component system [BR:ko02022]	"glnG, ntrC; two-component system, NtrC family, nitrogen regulation response regulator GlnG"	Sigma54_activat	PF00158.33	1.70E-68	230.2	2.40E-68	229.6	Sigma-54 interaction domain	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3413	cluster_009861	HAY14A_10525	K15520	no	41.8	5.90E-11	91.47	mycothiol synthase [EC:2.3.1.189]	mshD; mycothiol synthase [EC:2.3.1.189]					9190	Not Included in Pathway or Brite	9191	Unclassified: metabolism	99980	Enzymes with EC numbers	mshD; mycothiol synthase [EC:2.3.1.189]	Acetyltransf_1	PF00583.32	6.80E-12	46.3	8.30E-12	46	Acetyltransferase (GNAT) family	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3414	cluster_010496	HAY14A_10530	K21084	yes	673	6.10E-202	469.67	diguanylate cyclase [EC:2.7.7.65]	yegE; diguanylate cyclase [EC:2.7.7.65]			map02026; ko02026	map02026: Biofilm formation - Escherichia coli; ko02026	9140	Cellular Processes	9145	Cellular community - prokaryotes	ko02026	Biofilm formation - Escherichia coli	yegE; diguanylate cyclase [EC:2.7.7.65]	EAL	PF00563.26	4.10E-70	236.4	7.30E-70	235.6	EAL domain	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3415																												1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3416	cluster_009836	HAY14A_10545	K03832	yes	84.8	6.90E-24	38.63	periplasmic protein TonB	tonB; periplasmic protein TonB					9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	2000	Transporters [BR:ko02000]	tonB; periplasmic protein TonB	TonB_C	PF03544.20	1.00E-20	74.5	1.70E-20	73.8	Gram-negative bacterial TonB protein C-terminal	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phosphatidylserine/phosphatidylglycerophosphate/ cardiolipin synthase-like enzyme	cluster_010614	HAY14A_10550	K06132	yes	406.9	1.10E-121	235.83	cardiolipin synthase C [EC:2.7.8.-]	clsC; cardiolipin synthase C [EC:2.7.8.-]			map00564; ko00564; map01100; ko01100	map00564: Glycerophospholipid metabolism; ko00564; map01100: Metabolic pathways; ko01100	9100	Metabolism	9103	Lipid metabolism	ko00564	Glycerophospholipid metabolism	clsC; cardiolipin synthase C [EC:2.7.8.-]	PLDc_2	PF13091.13	3.80E-28	98.5	2.90E-13	50.3	PLD-like domain	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3418																												1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3419	cluster_011782	HAY14A_10560	K08296	yes	172	1.70E-50	83	phosphohistidine phosphatase [EC:3.1.3.-]	sixA; phosphohistidine phosphatase [EC:3.1.3.-]					9190	Not Included in Pathway or Brite	9191	Unclassified: metabolism	99980	Enzymes with EC numbers	sixA; phosphohistidine phosphatase [EC:3.1.3.-]	His_Phos_1	PF00300.28	7.10E-12	46	2.60E-10	40.9	Histidine phosphatase superfamily (branch 1)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3420	cluster_009694	HAY14A_10570	K27690	no	8.5	1.3	156.63	vacuolar transporter chaperone complex subunit 1	VTC1; vacuolar transporter chaperone complex subunit 1					9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	2000	Transporters [BR:ko02000]	VTC1; vacuolar transporter chaperone complex subunit 1								1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3421																												1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
